,brand,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
24,greenfields,0.021288704,0.061780833,0.009829724,-0.09890739,0.035416856,0.12120568,0.067101896,-0.07954922,-0.12290627,0.10079233,0.008836312,-0.08918195,0.08070309,0.02485514,-0.057792544,0.042749353,0.10154438,-0.13447458,-0.097448334,0.01714861,0.048336722,-0.06318476,-0.056103304,0.057742435,0.006613305,-0.009859942,-0.02821302,0.02793806,-0.06601435,-0.039099246,-0.009311764,-0.04403737,0.028310906,-0.04801684,0.070538715,-0.032424487,0.08862311,-0.009205764,-0.029803295,-0.03859858,-0.11580098,0.011396484,0.084725484,0.07472734,0.10004477,0.029255822,0.17186931,-0.061269708,0.0941692,-0.0012468229,-0.04467081,-0.04544217,-0.06715058,-0.031573318,-0.09230604,0.069184795,-0.0022714501,-0.007186671,-0.010931943,0.15750842,-0.08173004,-0.039261054,0.040621694,0.012123337,brand
25,so nice,-0.015531651,0.004291444,-0.038721632,0.13299239,0.1455734,-0.019943634,-0.14495292,-0.16681758,0.16575184,0.007854443,0.069865815,-0.0072245407,-0.09845881,-0.28366765,0.06862723,0.13991949,0.19789419,0.09842746,-0.17085381,-0.27430215,-0.1084148,0.032409407,-0.07833214,-0.16993976,-0.12797609,-0.012592964,-0.18270746,-0.06363414,0.17291433,-0.077632144,-0.09624156,-0.06447265,0.121613294,0.0015419575,-0.15564376,0.040092863,-0.06372708,-0.05690165,-0.046164893,0.03142358,-0.0092589585,-0.034078825,-0.0082184095,0.18772468,0.035434913,-0.03951612,0.0353233,0.09574604,0.25660408,0.13264465,-0.40872112,0.03886211,0.036122188,0.08762185,0.12310034,0.18231407,0.06079832,0.07378498,-0.035433136,-0.051338833,-0.18792999,0.06730576,-0.12899184,0.010496901,brand
26,tango,0.026527397,0.05608832,0.01804829,-0.07721677,0.016513394,0.065266654,0.022224087,-0.069499016,-0.061834637,0.061566908,-0.012531613,-0.052806932,0.06177077,-0.0070705605,-0.042769194,0.07559267,0.06583739,-0.12785876,-0.10247909,-0.029787706,0.04368008,0.019972816,-0.06787217,0.0082214065,0.0011237427,0.039543785,0.014579963,-0.0020397655,-0.057123937,-0.059001923,-0.037373215,-0.009888405,0.041943192,-0.081181034,0.02965166,0.0006708725,0.033809066,-0.042430937,-0.024279691,0.021609886,-0.105672345,-0.042380318,0.052512947,0.11889264,0.066177085,0.038144134,0.07931832,-0.083043374,0.0752203,0.06417492,-0.080945954,-0.05694101,-0.031926453,0.039050385,-0.063305974,0.038917314,0.00587823,0.024021119,0.03876667,0.11506277,-0.117645144,0.021949213,0.03320489,0.021579264,brand
27,silverqueen,0.008527907,0.061527,0.027976949,-0.059903126,0.0046509877,0.015821652,0.003785486,-0.030296888,-0.08692645,0.060639225,-0.017517481,-0.039591774,0.055926412,-0.03382707,-0.06094629,0.022231711,0.06044514,-0.12606317,-0.025980745,-0.03732723,0.045069277,0.03832501,-0.08112067,0.0065824185,-0.0260333,0.039241396,0.039405487,-0.010504773,-0.008172962,-0.0663317,-0.057128925,-0.006330276,0.078326985,-0.051957972,0.035072982,-0.010116257,0.011274184,0.0036123146,-0.0028131362,0.025482867,-0.06464767,-0.01113034,0.0517177,0.108732074,0.05592879,0.039211493,0.065658465,-0.096754394,0.02476985,0.073073216,-0.03438886,-0.030216178,-0.0067572813,0.044063956,-0.057621665,0.060549572,-0.0496213,0.06692754,0.027358335,0.07221992,-0.119866595,-0.0020491586,0.028881453,0.031434834,brand
28,chitato,-0.026421417,0.07681838,0.042710684,-0.021041594,0.033847213,0.0643486,0.053162083,-0.038299527,-0.032484494,0.059729934,0.017036743,-0.03407953,0.0024595428,-0.022984242,-0.10242142,0.1104074,0.05754067,-0.11554049,-0.09578149,-0.018071577,0.026702065,0.020814441,-0.08983065,-0.005116718,-0.029301213,0.035661466,-0.034015,0.014577714,-0.061009087,-0.05183821,-0.025941636,-0.0041059344,0.040833257,-0.08204891,0.08382341,-0.081985146,0.020202227,-0.053605914,-0.008064202,-0.030917156,-0.045260303,-0.026935613,0.04275117,0.10526491,0.07619746,-0.014833533,0.082866505,-0.15199558,0.095641114,0.0708988,-0.09379619,-0.085379966,-0.02327041,0.023503285,-0.06646442,0.08542607,0.020792732,0.0045589497,0.0088856,0.039037623,-0.15989023,-0.011228647,0.035453945,0.042555008,brand
29,qtela,-0.025563482,0.062818766,0.09491214,-0.061209135,0.031315707,0.025802791,0.03353788,-0.09514524,-0.13803828,0.0075855367,-0.047380336,-0.06993604,0.07460609,0.040479157,-0.05600837,0.07757257,0.108378276,-0.114886574,-0.17286995,-0.02947088,-0.03821037,0.040846646,-0.09128178,0.00874502,-0.052223362,0.035517342,0.039215583,-0.04859555,0.0053090937,-0.07105047,-0.08370134,-0.026261345,0.03690233,0.009147055,0.07155812,0.032025337,-0.04389979,-0.023000285,-0.08245292,0.011685637,-0.12791136,0.043545663,0.09978011,0.09883767,0.019389633,-0.019644901,0.1360119,-0.051425494,0.02712014,-0.024541179,-0.07663621,-0.02677625,-0.066331096,-0.012220575,-0.08269967,-0.01804756,-0.0015212714,-0.0026914673,0.0609267,0.071865976,-0.123340145,0.0733388,0.018966172,0.031867497,brand
30,wings group,-0.0955318,-0.15857318,-0.12644248,-0.07593823,-0.017547058,-0.07701138,-0.11075513,-0.030933466,0.081984445,-0.2072587,-0.07798144,0.00076692435,0.023105135,0.011139294,0.16885492,-0.040153056,-0.040993452,0.062172543,-0.12845415,0.084225565,-0.20300394,-0.16231191,0.21712634,0.007163075,0.19264323,0.015837507,-0.008650769,-0.08004012,0.06086213,0.08166656,0.04437493,0.018263776,-0.10417965,-0.046755094,-0.0358039,-0.06781474,-0.20022416,0.14378384,-0.14660284,0.23203033,-0.02682523,0.06251062,-0.123858586,0.01613823,0.024268325,-0.14475137,0.026049074,0.24339291,-0.054211657,-0.013918749,0.13369532,0.17495203,-0.12165107,0.012189291,0.0857165,-0.07433373,-0.08313287,-0.23065723,0.08679867,0.03524814,0.3250749,0.005274736,-0.081655495,-0.08512448,brand
31,so klin,-0.1720247,-0.25257188,-0.16303143,-0.07030775,0.020255739,-0.014077614,-0.06949409,-0.0055923695,0.15283024,-0.16887707,-0.06810422,0.008716794,0.056375403,0.08156411,0.11420077,-0.03931807,-0.008067946,0.05490511,-0.26172552,0.17026964,-0.23940262,-0.23894638,0.23918049,-0.021100402,0.22731721,-0.08047611,-0.12988791,0.036871966,0.009099199,0.14298591,0.07269502,-0.008161238,-0.17426378,-0.040761717,0.061620913,-0.17808047,-0.17806703,0.1655843,-0.20441306,0.15561463,-0.027457694,0.13867036,-0.11966056,-0.08114688,0.11893935,-0.22190177,0.13548617,0.20474339,-0.01968603,-0.12010967,0.16444223,0.1681796,-0.22341244,-0.0649624,0.035758667,-0.03924739,0.08662392,-0.35445267,0.04408487,0.1048719,0.36926448,-0.05164025,-0.10387014,-0.05878494,brand
32,sunlight,-0.13464016,-0.25020516,-0.1861215,-0.06486578,-0.042618737,-0.083946496,-0.08132061,-0.045312822,0.043077897,-0.19387466,-0.085512444,0.014961472,0.06067913,0.046320632,0.13540661,-0.10016714,-0.031803567,0.07312988,-0.12722147,0.20593473,-0.21061349,-0.19714147,0.20550752,-0.013426919,0.21942031,-0.030335579,-0.07637501,0.01525071,0.06914966,0.1086429,0.03854189,-0.012262119,-0.1750721,-0.06198839,-0.022825724,-0.119997084,-0.19440314,0.12409623,-0.18247303,0.21950853,-0.011692885,0.17513804,-0.16396284,-0.05335577,0.067823604,-0.15693176,0.051951587,0.20639606,-0.007142962,-0.111488566,0.22437719,0.16139777,-0.21459599,0.016045112,0.07107273,-0.003634507,-0.008969346,-0.3051456,0.10111839,0.117527746,0.38328713,-0.048271082,-0.039457552,-0.10091175,brand
33,daia,-0.17605218,-0.27865517,-0.1662655,-0.084999606,-0.06455898,-0.055322632,-0.05701904,-0.023905683,0.016127646,-0.19081938,-0.1211428,0.008793,0.08990659,0.069450274,0.10892123,-0.11079099,-0.007071292,0.086890236,-0.14075655,0.18698007,-0.24895987,-0.14975044,0.16709562,-0.02323263,0.23208208,-0.018043337,-0.052255645,-0.022239333,0.04988133,0.14985824,0.040341347,-0.014479734,-0.19093746,0.0037064762,0.0054151844,-0.103109166,-0.2218014,0.16149265,-0.18303251,0.18597597,-0.037763923,0.21076167,-0.11033403,-0.06287715,0.0118557075,-0.19978824,0.07475922,0.22466266,-0.04165539,-0.17643715,0.20292565,0.11052211,-0.22233434,-0.04196031,0.06739452,-0.07803036,0.019050108,-0.28941095,0.13179278,0.11001061,0.36866215,-0.008236087,-0.059153825,-0.089768484,brand
34,rinso,-0.16844663,-0.2438598,-0.17342643,-0.05424902,-0.016789371,-0.07133184,-0.06798401,-0.041175358,0.0815544,-0.19984773,-0.07133142,0.022580326,0.037576802,0.050193556,0.109185286,-0.05890639,-0.02733634,0.07885739,-0.15797877,0.20249298,-0.2272883,-0.20857352,0.20175585,-0.022342654,0.21592376,-0.02943394,-0.10720801,0.020729888,0.06594266,0.11396836,0.0367644,-9.8408986e-05,-0.17218171,-0.05441843,0.008122386,-0.154623,-0.20155263,0.11144635,-0.18435471,0.20764071,0.008643088,0.16784737,-0.16455847,-0.050876953,0.07562901,-0.18703909,0.05965945,0.17512587,0.002251334,-0.10052196,0.20599896,0.14989284,-0.21407072,6.769347e-05,0.06447446,0.0059545115,0.016570749,-0.33423907,0.08410214,0.08803035,0.37062296,-0.060151428,-0.05249635,-0.07823109,brand
35,mama lemon,-0.1951491,-0.23669592,-0.14613509,-0.014232882,-0.031629413,-0.10326789,-0.029679442,-0.120618835,-0.059077155,-0.21792677,-0.06539425,-0.04263586,0.114774436,0.0010619457,0.11682792,-0.061856564,-0.0031411995,0.08750738,-0.18077254,0.14196971,-0.2742352,-0.21931413,0.13940436,-0.03790789,0.19003609,0.018718619,-0.04552652,-0.050044175,0.05361411,0.08507315,0.063612,0.018103905,-0.17640463,-0.043447785,-0.037012972,-0.11048293,-0.19619352,0.0884213,-0.19677603,0.20492226,-0.060885213,0.22289881,-0.15915513,-0.03495638,0.020736968,-0.17887574,0.13755442,0.19225162,0.0024794433,-0.12098913,0.12700596,0.10811894,-0.23945959,-0.019622229,0.020022955,-0.052941583,-0.040328674,-0.3370015,0.1478768,0.11603911,0.3740545,-0.040789135,-0.042388156,-0.09861475,brand
36,baygon,-0.173219,-0.21747237,-0.1432975,-0.055489704,0.068841144,-0.0357102,-0.0638911,-0.010162488,0.136551,-0.19336474,-0.091700464,0.0065198047,0.0043172343,0.033387303,0.12135824,-0.038711872,-0.00603877,0.06554274,-0.16971505,0.12065734,-0.23753121,-0.23223189,0.20141,-0.0006459928,0.20582643,-0.06221264,-0.10377872,-0.018127277,0.038232747,0.14407425,0.05696126,-0.024378404,-0.13083953,-0.013753018,0.052293684,-0.13986167,-0.21471268,0.15106127,-0.17127228,0.15200722,-0.00044681504,0.1417109,-0.08813691,-0.06778722,0.0724044,-0.22230525,0.1040865,0.20885333,-0.05218923,-0.100380614,0.11668746,0.19125773,-0.1741446,-0.075708464,0.124339215,-0.023029132,0.007675569,-0.3234212,0.047635503,0.00839197,0.31377208,-0.031982794,-0.1370558,-0.06094961,brand
37,hit,-0.16519143,-0.20649537,-0.15657479,-0.06821249,0.024049703,-0.031976078,-0.034255303,-0.045841176,0.085451335,-0.1810832,-0.048886098,0.01664922,-0.0075598294,0.051037908,0.08676094,-0.010519656,-0.02155348,0.0809671,-0.15997766,0.20073116,-0.21104145,-0.23420787,0.20561521,-0.014759795,0.22030675,-0.030141212,-0.15012509,0.016271854,0.04407365,0.111227185,0.06111645,-0.0030765221,-0.1621308,-0.078221366,0.022669997,-0.18325663,-0.16688642,0.086164646,-0.16668482,0.18462937,0.017489485,0.14613588,-0.1492433,-0.023569452,0.0936048,-0.18161444,0.078670375,0.15941522,0.031842634,-0.08525716,0.15947379,0.11984253,-0.19710082,-0.029369093,0.07033476,0.0249631,-0.0010151274,-0.34901598,0.05033168,0.059730373,0.34057012,-0.083490044,-0.061874907,-0.08019999,brand
38,top coffee,-0.0122733805,0.043571696,0.038795866,-0.07436137,0.019196276,0.067162275,0.018473137,-0.01108134,-0.05623718,0.0735391,-0.03109856,-0.052750144,0.057912428,0.03982373,-0.11275543,0.01630658,0.097095914,-0.123969406,-0.099611945,0.013801357,0.0037809515,0.060383007,-0.070108995,0.026365543,-0.02032271,-0.021045934,-0.011549203,0.013806678,0.002021709,-0.025829092,-0.07142232,-0.015225562,0.042518586,0.019890856,0.123665676,-0.0443115,0.011350587,0.043427993,-0.027703835,-0.024071056,-0.055775084,0.030314554,0.08212392,0.0708832,0.07198365,-0.033648588,0.121355794,-0.07688194,0.014083009,0.002997069,0.022142295,-0.035164148,-0.02939464,-0.0046965936,-0.07188763,0.04264634,0.022968102,0.027021717,-0.004606541,0.07348008,-0.10667801,-0.0019009886,0.012827296,0.049709126,brand
39,mitu baby,-0.04925122,0.04100956,0.027315907,-0.083754614,-0.0031707948,0.08344616,0.080712974,-0.059158586,-0.16123763,0.06604037,-0.05457377,-0.063178346,0.07746129,0.009478071,-0.07690543,0.030127417,0.10878904,-0.12481421,-0.045878462,-0.01088651,0.003171395,-0.02553045,-0.116929114,0.05239649,0.0048354496,0.02609127,0.029979795,-0.025018077,-0.03802698,-0.01225169,-0.04672301,-0.059856467,0.048427075,0.041741513,0.08120979,-0.007119297,0.0033498025,0.00448324,-0.017186647,-0.063563466,-0.118288025,0.060176782,0.10772173,0.05560579,0.013070764,-0.013869994,0.11558018,-0.06898978,0.0480376,-0.04658512,-0.047535542,-0.04929083,-0.057951637,-0.052622728,-0.04088602,0.03470894,-0.019209508,0.017737288,0.04794404,0.071983665,-0.10816166,-0.011080105,0.030846993,0.022035893,brand
40,wardah,-0.1346983,-0.03229877,-0.12696603,-0.016398128,0.0043645957,0.11088296,-0.0057197902,-0.026772205,-0.10068424,0.057208467,0.02862468,0.011847631,-0.06492729,-0.048516147,-0.050671868,0.14098668,0.11733988,0.027575476,-0.10643497,-0.03410277,-0.015768291,-0.022815315,-0.09723821,-0.11670841,-0.060462154,0.05537954,-0.10749833,0.0072107613,0.09166698,-0.07744152,0.10712148,-0.024179673,0.1272434,-0.15659502,0.008614244,-0.05693368,-0.04151919,0.006533023,-0.06285918,-0.1078524,-0.06317435,-0.023231188,0.10056956,0.08448539,0.07740676,-0.017387057,0.00934413,-0.13799536,0.027951801,-0.020847365,-0.1794912,-0.004890768,-0.02688909,-0.033421755,-0.015849134,0.19394699,-0.040933497,0.029264439,0.086880684,-0.1802749,-0.22292921,-0.03844261,-0.08881952,0.039022952,brand
41,make over,-0.0200423,0.0766938,-0.02923593,0.040000737,0.043518163,0.07500011,-0.019912329,-0.07731907,-0.0009740001,0.0971776,0.04019055,-0.05398923,0.00013174719,-0.11511168,-0.040697914,0.076369315,0.06595431,0.007428242,-0.052193567,-0.027648782,-0.008472068,0.04068639,-0.106735334,-0.05463621,-0.054107346,-0.007385938,-0.024738386,0.038915463,0.067596145,-0.035895146,0.022472816,0.01758536,0.024240661,-0.057279326,-0.0149899535,-0.038473807,0.0130109675,-0.021822559,0.0233083,-0.07421878,-0.037504952,-0.0067056837,0.04686621,0.067777224,0.09113888,0.00958647,0.033446122,-0.079024,0.078667276,0.0501163,-0.054600142,-0.029050926,-0.018817987,0.04087983,0.006753213,0.17210211,-0.008482961,0.014271644,-0.038361005,-0.033477996,-0.10377143,-0.01630235,0.0032471134,0.04509484,brand
42,emina,-0.106303245,0.047858313,-0.1487584,0.18047886,0.14669728,0.08059788,0.08018426,-0.040400986,-0.03260658,0.25296348,-0.050634097,-0.14469428,0.10685083,0.010735763,-0.11593114,-0.0350734,0.15334405,0.0112019,-0.15186498,0.06267386,-0.06078708,-0.02068631,-0.08074093,-0.03434262,-0.097274885,-0.11905111,-0.14308849,0.14443126,0.24730377,-0.053120524,0.06441486,-0.0014691544,-0.03078876,-0.025749834,0.054165453,-0.16077106,0.0364981,-0.04004371,0.025323104,-0.22215055,-0.043329284,0.03839013,0.097628064,-0.07638209,0.20653105,-0.18860094,0.045034446,-0.12645134,0.08163412,-0.05456356,0.054719612,0.015612314,-0.16886887,0.014188107,0.07314456,0.3195839,0.11300692,-0.0023337365,-0.07523793,-0.04741098,-0.12899113,-0.11196461,-0.05667022,-0.024546284,brand
43,sariayu martha tilaar,-0.0044167815,0.0694285,-0.017254893,-0.055991255,0.050678648,0.10271743,0.047416784,-0.07713619,-0.121453315,0.077459134,-0.018148001,-0.107623324,0.064753786,-0.021649,-0.08893962,-0.0049702204,0.12724344,-0.09023945,0.024331156,-0.003592488,0.013033357,-0.0039402535,-0.11449437,0.06831968,-0.018101834,0.005403422,0.00074622995,-0.0062631816,0.038579088,-0.018439528,-0.0347465,-0.02147163,0.053400025,0.031265013,0.07935493,0.0054353587,0.054021314,0.016950583,0.01926197,-0.050747447,-0.05032239,0.025854975,0.09610085,0.060922794,0.041529126,-0.040337108,0.12425819,-0.04205087,0.022174485,0.017190523,-0.0015923098,-0.020335007,0.0019124981,-0.0077714245,-0.013052043,0.094653964,-0.057018675,0.046727344,-0.00124158,0.05028691,-0.099481255,-0.04508455,0.010432744,0.019040316,brand
44,purbasari,-0.020167168,0.061353233,-0.0073992163,-0.044571668,-0.005068984,0.046335764,0.07064664,-0.05013738,-0.14512916,0.07617751,-0.017550886,-0.045293592,0.048772383,-0.04173197,-0.045170642,0.0625344,0.07216574,-0.11342895,-0.007344482,-0.00783167,0.05425483,-0.058493763,-0.09516197,-0.002878056,-0.011843814,0.051785313,0.015769273,0.020722056,-0.028537448,-0.06855512,-0.0063607115,-0.039695013,0.07005042,-0.10363836,0.0021785381,-0.016371615,0.03300366,-0.045727998,0.009115454,-0.050236247,-0.11092223,-0.00079759455,0.0650336,0.06117323,0.07694031,0.04248826,0.06224241,-0.11094846,0.07245985,0.011850696,-0.108146355,-0.04009071,-0.036274157,0.013530364,-0.036881857,0.10026574,-0.048860777,0.04212274,0.05088496,0.040940925,-0.12398173,-0.04846193,0.051277094,-0.007386147,brand
45,viva cosmetics,-0.00087407423,0.013873044,0.007855636,-0.049235433,-0.020076338,0.051381607,0.026050266,-0.001748474,-0.103519894,0.07213044,-0.025293685,-0.04697106,0.06388276,0.024618655,-0.056908954,-0.026392043,0.10602407,-0.10018185,-0.046349026,0.021714007,0.030049518,0.041447803,-0.048191644,0.014377946,-0.015524523,0.0033778949,0.0015697266,0.05560275,-0.0037427712,-0.030660693,-0.019362912,-0.046182297,0.013616152,-0.029364893,0.059891813,-0.0174011,0.020875357,0.032247216,-0.03542771,-0.05722954,-0.09136559,0.014070235,0.11250402,0.05899839,0.06718737,-0.019708022,0.09761019,-0.045983344,0.040126108,-0.049851745,-0.0041674664,-0.040553145,-0.06800423,-0.0045154477,-0.08573148,0.061789,0.044684738,0.087473705,0.013657451,0.15437114,-0.11263506,-0.006014161,0.060221434,-0.012296826,brand
46,kahf,-0.045264196,-0.022380661,-0.110447645,0.045814432,-0.0571368,0.014773093,0.029846996,-0.068565324,-0.17996582,0.057674587,-0.043300204,-0.06823419,0.098546594,-0.097250834,-0.017137334,-0.025234459,0.07450579,-0.026633468,0.06828482,-0.013715028,-0.0179507,0.009177605,-0.14669457,-0.00794837,-0.060192667,0.0036568516,0.050758705,0.012172179,0.06554117,-0.014720837,0.039558895,-0.04721302,0.07177029,-0.04289923,0.0026497205,0.05395705,-0.055122197,0.027844235,0.0070345267,-0.13890254,-0.12269562,0.08563426,0.050626215,-0.028621465,0.07495085,0.001272847,0.042809386,-0.08331691,-0.07050346,-0.07483324,-0.02866655,0.0215367,-0.066042736,0.0075342506,0.02678493,0.14007306,-0.092707045,0.04803317,0.09749249,-0.13394183,-0.11540334,0.033545155,-0.019660575,-0.011336204,brand
47,ms glow,-0.054954186,-0.09813982,-0.1245746,-0.07050672,-0.040025506,0.102603465,-0.04891077,-0.017213311,-0.039004266,0.16346838,-0.07362937,-0.015035383,0.11015695,-0.03757876,-0.043248657,-0.057333544,0.119241506,-0.06785959,-0.06680494,-0.11639792,0.009398529,0.07836707,0.0047216504,-0.20054832,0.03818015,0.07501514,0.1309671,-0.021433584,0.032621063,-0.106132075,0.067046195,0.045071214,0.13292533,-0.22319762,-0.11490754,-0.053679846,-0.019023066,0.20742056,-0.0717315,-0.01503176,-0.06273376,-0.064868696,0.044618733,0.064093895,0.04207147,0.09601693,0.038165614,0.020207847,-0.06152507,0.017729605,-0.07527451,-0.062022664,-0.023678966,0.0047215875,-0.12893765,0.023825567,0.01186399,0.19729063,0.07719595,0.15899602,-0.08934611,-0.027027957,-0.086136945,-0.008946144,brand
48,scarlett whitening,0.08180712,-0.22578463,-0.0650313,0.21295643,-0.123951964,-0.037766274,0.033257306,0.036192756,-0.10329146,0.12115353,-0.0015570312,0.077712744,0.10591524,-0.076548085,-0.024788212,-0.08643076,-0.13183752,-0.04119874,-0.003349562,-0.29494596,-0.011196579,0.18585621,-0.050326217,-0.26126093,0.051517226,0.0997259,0.12927699,-0.0665802,0.009603573,-0.108071245,0.20177478,0.048334483,0.09394589,-0.2184447,-0.24790591,-0.10382703,-0.1779903,0.17905787,-0.086231336,-0.11448758,-0.1914978,0.06337281,0.061165385,0.09097534,-0.021780858,0.13618447,-0.06233536,0.0249693,0.0018616255,-0.14165848,-0.1901147,-0.12618315,-0.17383662,-0.10013601,-0.041609824,-0.113074824,-0.040137686,0.30234385,0.11182839,0.21200696,-0.102301724,0.28145218,-0.16051787,-0.12418468,brand
