influencer,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39,topic_40,topic_41,topic_42,topic_43,topic_44,topic_45,topic_46,topic_47,topic_48,topic_49,topic_50,topic_51,topic_52,topic_53,topic_54,topic_55,topic_56,topic_57,topic_58,influencer_negative,influencer_neutral,influencer_positive
Ahsan Hendra,0.1940928270042194,0.0759493670886076,0.004219409282700422,0.0,0.0759493670886076,0.004219409282700422,0.0379746835443038,0.0,0.008438818565400843,0.0,0.0,0.02109704641350211,0.0,0.0,0.0,0.004219409282700422,0.0,0.029535864978902954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8985554056289868,0.9239256840061258,0.9302021470334795
Aprilia Manganang,0.05426356589147287,0.2248062015503876,0.0,0.0,0.0,0.031007751937984496,0.031007751937984496,0.031007751937984496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8887271532198278,0.9365603946375124,0.8783655274998058
Zohri Lalu,0.11682242990654206,0.018691588785046728,0.0,0.0,0.4392523364485981,0.018691588785046728,0.004672897196261682,0.02336448598130841,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014018691588785047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8147359034594368,0.9837079369619991,0.8506974860241538
Bryan Domani,0.3022222222222222,0.057777777777777775,0.0044444444444444444,0.0,0.04,0.0044444444444444444,0.06222222222222222,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.008888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620324529880701,0.6596146868456394,0.9279708004977605
Yasa Singgih,0.11682242990654206,0.037383177570093455,0.18691588785046728,0.018691588785046728,0.0,0.07476635514018691,0.014018691588785047,0.0,0.0,0.009345794392523364,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9255520059512212,0.9438394738846466,0.9304597153179888
Andhika Diskartes,0.06756756756756757,0.3108108108108108,0.0045045045045045045,0.0,0.0045045045045045045,0.009009009009009009,0.04504504504504504,0.0045045045045045045,0.0,0.02252252252252252,0.0,0.0045045045045045045,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8317490627891139,0.7908739882000422,0.8728459644498248
Raden Rauf,0.04310344827586207,0.05603448275862069,0.004310344827586207,0.021551724137931036,0.004310344827586207,0.0603448275862069,0.10344827586206896,0.0,0.004310344827586207,0.008620689655172414,0.004310344827586207,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08189655172413793,0.0,0.01293103448275862,0.0,0.0,0.0,0.0,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9348890214574104,0.6909597866675433,0.9394723733266195
Sandy Firmansyah,0.1320754716981132,0.018867924528301886,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.9569697976112366,0.9610279260143157,0.9639292142607949
Jouska,0.0502283105022831,0.1506849315068493,0.0,0.0,0.0,0.0,0.0045662100456621,0.3926940639269406,0.0,0.0,0.0,0.0,0.0,0.0410958904109589,0.0091324200913242,0.0091324200913242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9186751773724189,0.7447180579776412,0.8180316746234894
Fellexandro Ruby,0.11467889908256881,0.09174311926605505,0.0045871559633027525,0.04128440366972477,0.0,0.03669724770642202,0.05504587155963303,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.863484034484083,0.7268027893521569,0.8966533964456513
Denny Santoso,0.0196078431372549,0.31862745098039214,0.0,0.029411764705882353,0.00980392156862745,0.46078431372549017,0.0,0.0,0.004901960784313725,0.004901960784313725,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8649584007050309,0.3967843137938401,0.9031796631265859
Vincent Raditya,0.05405405405405406,0.10810810810810811,0.05405405405405406,0.0,0.0,0.02702702702702703,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141379833221436,0.9457131170091175,0.8599195371974598
Christian Sugiono,0.07929515418502203,0.07048458149779736,0.1762114537444934,0.00881057268722467,0.039647577092511016,0.00881057268722467,0.039647577092511016,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057457993427912,0.8989262176656175,0.9127079127139823
Hanifa Ambadar,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9569488763809204,0.9774887596859652,0.9396523475646973
Rendy Saputra,0.11702127659574468,0.02127659574468085,0.0,0.010638297872340425,0.0,0.0425531914893617,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9254411535878335,0.47626376936310216,0.8296643269062042
Agung Hapsah,0.16071428571428573,0.09375,0.004464285714285714,0.0,0.004464285714285714,0.017857142857142856,0.06696428571428571,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.004464285714285714,0.008928571428571428,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.8681039058643839,0.6952863703755772,0.9006966099900714
Irfan Amalee,0.05339805825242718,0.07766990291262135,0.0,0.0,0.3786407766990291,0.03398058252427184,0.0048543689320388345,0.0,0.0,0.014563106796116505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9252687493960062,0.9600383419957426,0.913763741850853
Sibungbung,0.37719298245614036,0.017543859649122806,0.0,0.0,0.0,0.0043859649122807015,0.06140350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92010620312813,0.7254186765647229,0.915623324504797
Nana Koot,0.09009009009009009,0.14414414414414414,0.0,0.0,0.0,0.0,0.02252252252252252,0.09009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.04054054054054054,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9087436164988846,0.7165533290820175,0.8829165332847171
Vindy Lee,0.4155844155844156,0.24675324675324675,0.0,0.0,0.004329004329004329,0.004329004329004329,0.008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.017316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.004329004329004329,0.004329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8909526441959624,0.6952918617164388,0.9199630434464927
Chef Arnold,0.11013215859030837,0.28634361233480177,0.22466960352422907,0.0,0.0,0.0,0.01762114537444934,0.05726872246696035,0.0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00881057268722467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8545460735048567,0.7507887038419832,0.8946995925764705
Farah Quinn,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8523668249448141,0.9885186950365702
William Gozali,0.04739336492890995,0.07109004739336493,0.6350710900473934,0.0,0.004739336492890996,0.004739336492890996,0.018957345971563982,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721853705013499,0.96892103155454,0.9052434617822821
Chandra Yudasswara,0.019704433497536946,0.15270935960591134,0.3645320197044335,0.0,0.0,0.024630541871921183,0.04433497536945813,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04433497536945813,0.0,0.0,0.0,0.0,0.0,0.8783479865108218,0.9172041380507314,0.9320150713125864
Devina Hermawan,0.11004784688995216,0.03349282296650718,0.11961722488038277,0.03827751196172249,0.0,0.004784688995215311,0.009569377990430622,0.0,0.0,0.0,0.0,0.0,0.009569377990430622,0.004784688995215311,0.004784688995215311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215311004784689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014354066985645933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9269647342818124,0.8165347075555474,0.9457934490732245
Yuda Bustara,0.08558558558558559,0.18018018018018017,0.2972972972972973,0.0045045045045045045,0.0,0.0045045045045045045,0.009009009009009009,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.009009009009009009,0.0045045045045045045,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04954954954954955,0.0,0.0,0.0,0.0,0.0,0.8160539435015784,0.6906339545880468,0.907551643965037
Tasya Farasya,0.03167420814479638,0.04524886877828054,0.2398190045248869,0.1583710407239819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.8975616660383012,0.9333653159565845,0.923563636447254
Bara Pattiradjawane,0.04932735426008968,0.15246636771300448,0.017937219730941704,0.013452914798206279,0.008968609865470852,0.02242152466367713,0.03139013452914798,0.0,0.0,0.0,0.0,0.13901345291479822,0.0,0.0,0.013452914798206279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8810439595469722,0.6911296198765436,0.9096126770600677
My Fun FooDiary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9982986152172089
Kadek Arini,0.036036036036036036,0.08108108108108109,0.0045045045045045045,0.18018018018018017,0.018018018018018018,0.036036036036036036,0.07207207207207207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03153153153153153,0.0045045045045045045,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8899617556369666,0.602571755196109,0.8957529967291313
Vina Muliana,0.2694063926940639,0.0228310502283105,0.0091324200913242,0.0182648401826484,0.0045662100456621,0.0273972602739726,0.0593607305936073,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9472978386011991,0.940323979623856,0.8869195758335052
Marischka Prudence,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141532182693481,0.9914594888687134,0.9580655694007874
Trinity Traveler,0.07964601769911504,0.2743362831858407,0.01327433628318584,0.004424778761061947,0.008849557522123894,0.048672566371681415,0.061946902654867256,0.008849557522123894,0.0,0.017699115044247787,0.0,0.004424778761061947,0.0,0.008849557522123894,0.017699115044247787,0.0,0.0,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01327433628318584,0.0,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8914145628611246,0.4692359932578436,0.9223539631768881
Adrian Maulana,0.02358490566037736,0.09433962264150944,0.0,0.0,0.02830188679245283,0.0330188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075471698113207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100277349352837,0.9103393010471178,0.9754800023157385
Backpacker Tampan,0.03902439024390244,0.08292682926829269,0.0,0.004878048780487805,0.0,0.004878048780487805,0.02926829268292683,0.004878048780487805,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.3951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8643892132318937,0.8743872423382366,0.9400098280560586
Mira Lesmana,0.16872427983539096,0.11934156378600823,0.0,0.0,0.1111111111111111,0.00823045267489712,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0205761316872428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8722439190516105,0.9207169615305387,0.9247256818859056
Oki Setiana Dewi,0.07547169811320754,0.0,0.0,0.33962264150943394,0.018867924528301886,0.05660377358490566,0.018867924528301886,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971528649330139,0.9726641788715269,0.8759261548519135
Jess no Limit,0.09502262443438914,0.11312217194570136,0.0,0.004524886877828055,0.0,0.00904977375565611,0.04524886877828054,0.0,0.0,0.00904977375565611,0.0,0.0,0.0,0.004524886877828055,0.03167420814479638,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.25339366515837103,0.0,0.0,0.0,0.0,0.0,0.0,0.013574660633484163,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004524886877828055,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8918412237295082,0.37766906204430956,0.8330158644914627
Frost Diamond,0.16666666666666666,0.5630630630630631,0.0045045045045045045,0.0,0.0,0.0045045045045045045,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0045045045045045045,0.02252252252252252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013513513513513514,0.7316390573978424,0.6601205495026734,0.8786369671103775
