influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
indra sjafri,-0.08236936,0.03971839,-0.031742852,0.010156972,-0.04625909,-0.09270888,0.0013846431,0.05991295,-0.0076157455,0.09122137,0.04591862,-0.038441774,-0.029194836,-0.0020429357,0.073400095,0.025693916,-0.000512308,-0.07059409,0.004298916,-0.07731864,0.090771794,0.039536677,-0.06993464,-0.016212292,0.041311603,0.0115359165,-0.062471837,-0.0248269,0.063838825,0.028661883,-0.03824226,-0.01243299,0.03220072,0.15917501,-0.0060359966,0.02602117,0.024990369,-0.04987663,0.000607652,-0.061055355,-0.1620598,0.03368229,0.051629964,0.010474887,-0.024466667,0.060162928,-0.041403648,-0.009740295,0.061173294,-0.028744984,0.06784243,0.058951475,0.047229238,0.16897583,-0.052715823,0.12001099,0.09842117,0.16581617,-0.003624387,0.00025982168,-0.16192976,-0.010422755,0.05207108,0.17178491,influencer
wahyu nayaka,-0.033591356,0.047142174,-0.021154962,0.04487305,-0.014482652,-0.081515566,0.006875986,0.034876756,0.0064220238,0.07953325,-0.005396298,-0.053829193,-0.03801414,-0.037774093,0.11158152,-0.025478417,0.043604143,-0.062275715,-0.007496299,-0.096163124,0.09413067,0.013618027,-0.1029588,-0.018180225,0.070592,-0.023841698,-0.08268,0.025562922,0.051829215,0.021035768,-0.0047954256,-0.024165377,-0.0070734713,0.17253667,-0.021495713,0.02159505,0.06276319,-0.02220884,0.0077773035,-0.010548653,-0.1337704,0.05234868,0.066030115,-0.012590877,-0.07497163,0.05534347,-0.0673383,-0.06034275,0.047813356,-0.02574429,0.002172572,0.024747396,0.023903973,0.19972509,-0.0731723,0.15434515,0.0830179,0.23242547,-0.00268022,-0.030747991,-0.16072585,-0.06173513,0.05813406,0.16633716,influencer
ahsan hendra,0.028665897,0.07357675,-0.045625493,0.014703771,-0.017648602,-0.061795123,0.020761214,0.02753561,-0.02335427,0.057964303,-0.042165216,-0.0044269576,-0.04034403,-0.05688569,0.09329678,-0.056916095,0.06986678,-0.033631615,-0.043262854,-0.12552485,0.06614648,0.0034790568,-0.11037643,0.018137887,0.084164746,-0.01692427,-0.08671824,0.052604154,0.074723735,0.07556199,0.05173444,-0.066865206,0.016093919,0.17551509,-0.0034485385,-0.008808983,0.053806745,0.058156766,0.030195363,0.0058890153,-0.1524144,0.040668093,0.04960542,-0.028565463,-0.12826993,0.059474215,-0.0793405,-0.037077077,0.07652747,-0.004302916,-0.060344074,-0.012388996,0.07940027,0.21413086,-0.079934865,0.14236447,0.054006908,0.22679536,-0.078048706,-0.060132675,-0.16959786,-0.065400034,0.03692849,0.13413477,influencer
aprilia manganang,-0.025138097,0.018041532,-0.068519115,0.05481288,-0.03303025,-0.10354902,-0.021092728,0.044087015,0.0028289251,0.038611613,-0.0172632,-0.010027336,-0.030976316,-0.024928499,0.120600894,-0.005114001,0.021036927,-0.06488861,-0.02116992,-0.12711164,0.1052271,0.06913088,-0.05945631,-0.04933925,0.051515613,0.0068019982,-0.07551212,-0.031344227,0.07784362,0.036284164,0.021127608,0.019092023,-0.011460778,0.17342788,0.015778389,-0.0061207125,0.04097317,-0.02269675,0.015971698,-0.02955202,-0.16905689,0.026903326,0.070640504,-0.0110374745,-0.044861622,0.047566004,-0.057031665,-0.057859026,0.041844673,-0.008452296,0.030156339,0.06481648,0.06910299,0.18648706,-0.0629667,0.15408948,0.05341278,0.14454058,-0.057484426,-0.032978173,-0.15955365,-0.022926686,0.09696494,0.15040864,influencer
zohri lalu,-0.035370216,0.0012474179,-0.11815256,0.07878947,-0.02981487,-0.14414454,-0.029424693,0.024113778,-0.03283882,0.04768834,0.01591644,0.0054931687,-0.032842822,-0.06766202,0.16190526,0.026655972,0.04558271,-0.058715202,0.015043553,-0.16178769,0.1320819,0.08433687,-0.043899134,-0.089661665,0.063651994,0.0056345644,-0.100006394,0.008390177,0.08041668,0.01909958,0.02732819,0.061792836,-0.006115442,0.17605379,0.0036541652,-0.025279187,0.017139446,-0.061665416,0.022028044,-0.019161932,-0.13588093,0.06844522,0.10978572,-0.04535205,-0.022517052,0.016373431,-0.074083805,-0.05437752,-0.013751234,0.002129435,0.075660154,0.0657917,0.05244309,0.19671178,-0.06475638,0.19825298,0.054359656,0.16669413,-0.068596125,-0.034713507,-0.15832663,-0.004942392,0.08269708,0.135981,influencer
bryan domani,-0.04296025,0.099401474,-0.054085292,-0.10325955,-0.06287168,-0.055273823,0.04402709,0.07749124,-0.07882944,0.10557241,0.07197561,0.028101087,-0.027902484,0.0075025335,-0.031475414,0.032245107,0.020817563,-0.026194122,-0.02518943,-0.048813052,0.010402311,0.008475458,-0.05984547,0.096536875,0.040076703,0.051217046,-0.035629697,0.010993554,0.08821014,0.11556043,-0.021940853,-0.12410101,0.1491903,0.12445725,0.0077588605,-0.009402442,-0.016276255,0.06146562,0.0055146525,-0.076304674,-0.17704895,0.020354912,0.0030664757,0.026716003,-0.069630384,0.08553681,-0.030182501,0.12076755,0.12585434,-0.012371102,0.021641282,-0.0063213054,0.11604477,0.15658134,-0.03701256,0.04065357,0.08330445,0.15574473,-0.089927495,0.0007908419,-0.17808339,0.0042982367,-0.04616361,0.11700007,influencer
yasa singgih,0.3827443,-0.2504848,0.1942769,0.15724304,0.0057231095,0.19133139,-0.3694241,0.2100805,0.5781028,-0.30079672,-0.2396754,-0.054272085,-0.04968711,0.47479445,-0.16208082,-0.053586483,-0.09688942,-0.017979441,-0.09546076,0.13882206,0.06643484,0.064470306,-0.20882726,-0.32570177,0.13004862,0.0030703787,0.3455801,-0.41205394,-0.18478975,0.14019185,0.0044828337,0.18713354,-0.26377118,-0.062205918,0.42776793,-0.13621327,-0.078197785,0.08456136,-0.046651438,-0.27132797,-0.17849025,-0.2556394,-0.078946486,0.30922803,0.40319458,0.11342685,0.2936061,-0.37387633,-0.06990532,0.10135251,0.11918023,0.3337681,0.006123122,-0.36898744,-0.08089924,-0.08402202,-0.098811865,-0.56733686,-0.14830896,0.13788512,0.252863,0.017836433,0.30355677,0.05840986,influencer
andhika diskartes,0.6941588,-0.2426092,0.07781703,0.14538473,-0.04859453,0.066370234,-0.21848828,0.18445374,0.7267169,-0.52751315,-0.20699397,0.02374325,0.058490224,0.52094364,-0.30399927,0.03969819,-0.032820925,-0.121807516,-0.2841159,0.27763602,0.18328464,0.23402633,-0.22885762,-0.5214826,0.16142121,0.08388223,0.5026961,-0.43922043,-0.14186959,0.3362245,-0.19710091,0.43176493,-0.17985731,-0.14446133,0.4897945,-0.34357825,-0.041268744,-0.085557684,-0.15367547,-0.440247,-0.067413434,-0.22974455,0.09913251,0.44765317,0.63437045,-0.05607186,0.43950656,-0.48820722,-0.117894724,0.032197785,0.22505449,0.46921697,-0.04492059,-0.4343998,-0.025631955,0.022135116,-0.19501652,-0.6457146,-0.2425901,0.21749252,0.34849724,0.11289787,0.3864349,-0.018782444,influencer
raden rauf,-0.044541392,0.038520295,0.21064052,-0.21795149,0.46663046,0.22691146,-0.027826197,0.022346688,0.27048293,0.49985042,-0.14049938,-0.44084382,-0.23273182,0.57671887,-0.35355765,0.044039484,-0.19799705,0.1335111,0.22923957,0.44181392,-0.018020961,-0.09131027,-0.37139758,0.27405185,-0.20396586,0.2050212,0.23921186,0.016912378,-0.42343342,-0.21099316,-0.07477773,-0.07370325,-0.15848885,-0.30484208,-0.11502615,0.31233323,-0.28723818,0.21246336,0.08938298,0.007102874,-0.20489448,-0.20473576,-0.4501649,0.14704637,0.038363498,-0.12968601,0.2497299,-0.047070496,0.40927255,0.2438027,0.3299895,-0.3246114,-0.30194935,-0.29254895,0.008708494,-0.41827038,0.043181434,-0.11467459,0.18664487,-0.010435327,0.1930558,-0.24875304,0.0544865,-0.33491692,influencer
sandy firmansyah,0.41558394,-0.27926308,0.21010956,0.17931703,-0.00033754855,0.20537516,-0.3897398,0.22237286,0.62474716,-0.33927864,-0.310162,-0.038838677,-0.052417923,0.5187214,-0.1605919,-0.07372512,-0.12983406,-0.035422556,-0.13131993,0.11709243,0.07202076,0.08813278,-0.22228944,-0.3431273,0.11076444,-0.0003802888,0.35500818,-0.46556115,-0.1787684,0.1546678,0.0262475,0.20546025,-0.33161116,-0.050073907,0.45178145,-0.15793404,-0.06927836,0.10163072,-0.027462954,-0.2797404,-0.20373653,-0.29086754,-0.10789988,0.31231248,0.42126712,0.12062427,0.30988267,-0.43338072,-0.04747495,0.11237605,0.10841866,0.37198228,0.04123466,-0.38486695,-0.07407585,-0.08500323,-0.12316602,-0.64320135,-0.16383779,0.1272549,0.2697879,0.014173556,0.36512625,0.054340206,influencer
jouska,0.5946723,-0.21010491,0.16567194,0.10814038,-0.049834248,0.089248665,-0.1903716,0.20689517,0.7426955,-0.48583394,-0.14634894,-0.056994826,0.07346814,0.5531287,-0.3484642,0.034703955,-0.067058824,-0.13916926,-0.26688176,0.35052142,0.17472246,0.19751535,-0.23327926,-0.49271792,0.15778974,0.07976796,0.5204747,-0.48204592,-0.16215467,0.29420948,-0.2720036,0.3908242,-0.14216821,-0.14503175,0.46845818,-0.24252978,-0.013887266,-0.13481532,-0.18386793,-0.47052157,-0.1067934,-0.25148576,0.086759865,0.49931306,0.6228531,-0.017846992,0.44493917,-0.4525795,-0.06528382,-0.021300629,0.2192933,0.46802217,-0.0792415,-0.4243337,-0.031139312,-0.013832358,-0.1361344,-0.5963207,-0.12233537,0.250676,0.33388764,0.104910314,0.36269593,0.07383626,influencer
fellexandro ruby,0.32172257,-0.22394133,0.13154826,0.08124655,-0.08021727,0.16064887,-0.36202192,0.24293739,0.50998336,-0.27108634,-0.12816134,0.007945253,-0.028022952,0.4879198,-0.2295813,0.055489324,-0.14693254,-0.02720792,-0.10158627,0.18870391,0.054578163,0.10118336,-0.10804048,-0.28697723,0.06737608,0.08255951,0.3766836,-0.47013533,-0.13626751,0.17838061,-0.070869334,0.16723184,-0.14558683,-0.09924034,0.4351156,-0.14178216,-0.12952209,0.05919531,-0.080464296,-0.35785055,-0.20085883,-0.2605608,-0.0866269,0.35816532,0.4495532,0.11726405,0.3186108,-0.22794157,-0.0434074,0.089922935,0.20916933,0.3636191,0.027675405,-0.40319502,-0.026384326,-0.15022445,-0.07587593,-0.63382035,-0.17536703,0.19263142,0.20989576,0.10096475,0.24757713,0.040193222,influencer
denny santoso,-0.12948528,0.08962569,0.19179899,-0.42204,0.37367812,0.2179821,0.051671363,0.088602826,0.14231366,0.5513458,0.048353635,-0.36605355,-0.1952837,0.6046218,-0.5567775,0.19110364,-0.2277377,0.14834657,0.21885975,0.5491216,-0.08697911,-0.07362486,-0.30533943,0.40384865,-0.23501873,0.32521394,0.34885025,0.0036958307,-0.37063155,-0.11451455,-0.19526696,-0.14500071,0.119049236,-0.3719369,-0.10266025,0.29061225,-0.4286898,0.2072353,0.06614401,-0.118830055,-0.19211,-0.2408369,-0.45505816,0.22337785,0.12895595,-0.1059067,0.32699287,0.24811906,0.5000945,0.24333756,0.4519226,-0.32037196,-0.2539647,-0.3803262,0.080057815,-0.5623859,0.0837702,-0.18708473,0.12953652,0.11107026,0.1634769,-0.115008496,-0.095360994,-0.37360352,influencer
vincent raditya,-0.066344574,0.024179574,-0.04337101,0.045120087,-0.044026207,-0.101167254,-0.016257975,0.04393161,0.0029474015,0.07899495,0.0059997663,-0.039512042,-0.03398367,-0.019848298,0.11777506,0.0065942393,-0.0026451931,-0.074885204,0.00018031948,-0.12211986,0.113226295,0.055539474,-0.0834343,-0.050502468,0.04950085,-0.0056471373,-0.081577405,-0.025584288,0.065923244,0.015040943,-0.0036853696,0.021419529,-0.01687891,0.18075871,-0.003408908,0.024752473,0.029663768,-0.053092845,0.024774063,-0.047201477,-0.17216918,0.03313265,0.058973163,-0.01405589,-0.034691133,0.042266782,-0.054715022,-0.061823294,0.05151081,-0.016110606,0.059444785,0.06319191,0.053924948,0.18561009,-0.06531932,0.15549362,0.09070659,0.16283908,-0.011994444,-0.023182739,-0.16062686,-0.0141858775,0.089173704,0.17636847,influencer
christian sugiono,0.38433748,-0.2753828,0.17720845,0.16305247,-0.029880878,0.18601705,-0.39156726,0.22663647,0.60394895,-0.31938508,-0.23039761,-0.03298788,-0.043601796,0.51693785,-0.1796602,-0.00812931,-0.13409464,-0.03316333,-0.10763067,0.1620678,0.07705357,0.098076075,-0.17388965,-0.35997975,0.09859462,0.03324761,0.37352443,-0.4697811,-0.17865902,0.15197003,-0.034712203,0.21989861,-0.27485025,-0.08175116,0.45083368,-0.15368241,-0.09335043,0.0549454,-0.06269409,-0.31931895,-0.17870039,-0.26610467,-0.082799226,0.3391149,0.4669761,0.10668324,0.32465953,-0.37995374,-0.08297711,0.10240577,0.18198675,0.3882467,-0.0021116436,-0.41068864,-0.051477507,-0.10300866,-0.10452653,-0.6528294,-0.15784678,0.16605628,0.26781547,0.050166387,0.33309266,0.040481605,influencer
hanifa ambadar,0.37153387,-0.30805627,0.20086068,0.202299,-0.014934462,0.17566419,-0.3907803,0.22310175,0.6251579,-0.3465508,-0.30458856,-0.03365869,-0.044188965,0.52792877,-0.13485798,-0.051255494,-0.15757385,-0.058288373,-0.1267214,0.10076916,0.097698204,0.122906595,-0.19932663,-0.3760444,0.084489696,0.007942004,0.33445513,-0.49483714,-0.16486594,0.13749292,0.0073971422,0.24826631,-0.35454777,-0.03053401,0.4478903,-0.15510342,-0.06953278,0.048992105,-0.029289404,-0.28739795,-0.20616981,-0.2922906,-0.09167337,0.3034882,0.45562017,0.11668006,0.3072618,-0.4505695,-0.062219717,0.105508715,0.15415919,0.41924608,0.042177483,-0.37858823,-0.060043722,-0.06592503,-0.119989365,-0.6708408,-0.14604001,0.13407312,0.26902902,0.030676607,0.40036517,0.071415536,influencer
rendy saputra,-0.24623293,0.07980331,0.27178022,-0.36126494,0.33581623,0.19857675,0.037539672,0.117335185,0.18970568,0.56583315,0.1452834,-0.45321774,-0.17841613,0.63748,-0.56156147,0.23275669,-0.3006175,0.08386545,0.2728005,0.66186905,-0.060187068,-0.09639517,-0.2764165,0.37612426,-0.25714496,0.28888232,0.3397857,-0.07286672,-0.37281168,-0.17607719,-0.31875056,-0.12850714,0.09579533,-0.36772603,-0.13138103,0.34035635,-0.33868313,0.072640724,-0.0032453686,-0.15504476,-0.1343726,-0.20886298,-0.44527322,0.28810388,0.21443899,-0.067744635,0.34437707,0.2214854,0.4384549,0.15227011,0.50466543,-0.22759959,-0.3278565,-0.39248616,0.10721895,-0.55385274,0.14723666,-0.19134036,0.30108202,0.16616637,0.15952277,-0.11937226,-0.0864151,-0.27292162,influencer
agung hapsah,-0.04663682,0.042611424,-0.07966627,-0.032819465,-0.06433329,-0.089868635,-0.0011066165,0.07878183,-0.036185365,0.049433567,0.043718155,0.03150388,-0.02024528,0.019225795,0.026169106,0.03999299,-0.003456069,-0.050716765,-0.029491372,-0.077099,0.056492142,0.07246806,-0.020892378,0.01691288,0.022537462,0.061108835,-0.037137374,-0.06208609,0.09760128,0.08668405,-0.0108536035,-0.034266863,0.08774457,0.13825268,0.03795045,-0.019165382,-0.0032905543,0.009358048,-0.0019028394,-0.080168605,-0.19431508,0.0017049976,0.035550088,0.029352516,-0.02200087,0.07308789,-0.024533316,0.056768864,0.085553095,-0.009866789,0.057476945,0.06426349,0.1150475,0.1481372,-0.034976766,0.074763134,0.05546821,0.084402144,-0.095580444,0.0005650787,-0.16696636,0.021309296,0.04085941,0.1279273,influencer
irfan amalee,0.37513357,-0.26939186,0.19243959,0.17702597,0.0033827648,0.18381646,-0.37585145,0.21236414,0.5944809,-0.31460506,-0.24232152,-0.05664377,-0.046548195,0.48723763,-0.15207352,-0.043805785,-0.10658585,-0.028282408,-0.0957263,0.14188021,0.0775403,0.08086824,-0.19630465,-0.35247776,0.1217832,0.007371101,0.34591624,-0.4331662,-0.18527982,0.13198008,-0.00936093,0.21171163,-0.28316462,-0.06170607,0.43293285,-0.13960375,-0.070405446,0.058856808,-0.056039833,-0.27603382,-0.17306882,-0.25556454,-0.0685918,0.31374934,0.42809436,0.11171631,0.2997695,-0.39678866,-0.087980986,0.09624992,0.14115842,0.36265734,-0.0053036194,-0.37442115,-0.0737102,-0.07677443,-0.10353631,-0.58996224,-0.14074726,0.14562881,0.2622785,0.021238219,0.32972312,0.05971872,influencer
sibungbung,-0.45271367,-0.28525478,0.16354926,-0.13901368,0.27043775,0.5402303,-0.13480753,0.13443942,0.13437255,0.50534606,-0.11830902,-0.2795899,-0.28811705,0.61586523,-0.31134635,0.16159667,-0.3307453,0.20253935,0.28497183,0.12952362,-0.17573419,-0.19223832,-0.23143923,0.2240654,-0.24186093,0.14713658,0.077643536,-0.22323096,-0.45964313,-0.25624502,-0.17856374,-0.41086346,-0.31295228,-0.2629069,0.058046963,0.44118583,-0.3356691,0.34396604,0.048200384,-0.10067524,-0.34630874,-0.07038032,-0.48967612,0.20431891,0.08824569,0.23196872,0.1283752,-0.08628044,0.20095354,0.25084847,0.4309043,-0.21572912,-0.23369479,-0.2179721,-0.068611376,-0.44833565,0.18520623,-0.3155722,0.27848545,0.19538182,0.16727334,-0.18233064,-0.01935597,-0.23713917,influencer
nana koot,-0.48647675,-0.31553203,0.15797982,-0.13861391,0.2763993,0.54202706,-0.12663522,0.14222662,0.14256431,0.50905246,-0.1092134,-0.28499642,-0.280415,0.6446033,-0.3251967,0.19023192,-0.34146595,0.20086497,0.29820192,0.14009279,-0.16397132,-0.18064633,-0.2102747,0.20165633,-0.25955048,0.17113382,0.081208214,-0.2437281,-0.48265117,-0.26972485,-0.2104349,-0.39481303,-0.31389576,-0.2753209,0.059355162,0.4625697,-0.34716225,0.31274322,0.027104363,-0.11472233,-0.35292882,-0.07775967,-0.480164,0.22204944,0.12044986,0.22815023,0.1334767,-0.08113629,0.19496298,0.24944642,0.48061118,-0.19735387,-0.26686925,-0.23440963,-0.05135324,-0.45508087,0.18498725,-0.34489918,0.30145958,0.22081687,0.18812814,-0.17503288,-0.018896561,-0.24331042,influencer
vindy lee,-0.050710015,0.038837433,-0.06932262,-0.043371312,-0.07877278,-0.07969506,-0.009469307,0.093364276,-0.019915013,0.03468976,0.030181311,0.034803536,-0.01604223,0.05019638,0.0065161083,0.037467353,-0.035138797,-0.05875379,-0.047089748,-0.07141326,0.049267627,0.088078484,-0.014335213,0.022679534,0.006378593,0.07414378,-0.021680316,-0.1091771,0.105161056,0.095197655,-0.010279395,-0.03379146,0.08399505,0.13907516,0.057464965,-0.013711916,-0.0058668326,0.01828606,0.0001789206,-0.101947784,-0.22719032,-0.030284531,0.014959648,0.049132477,-0.01410594,0.082826704,-0.008830378,0.057713967,0.113331586,-0.010028854,0.057160087,0.08321563,0.14008483,0.13418007,-0.029241696,0.050841548,0.05090353,0.035616897,-0.101957604,0.0048153633,-0.16660985,0.034322366,0.06344934,0.13492677,influencer
chef arnold,-0.046598636,0.032335747,-0.09070423,-0.020135988,-0.066172384,-0.09909629,-0.010105703,0.07569629,-0.035086744,0.04264711,0.038608506,0.035902694,-0.020068843,0.015186189,0.041226417,0.042745784,-0.0068006692,-0.053265184,-0.027691327,-0.09120467,0.06647972,0.08536126,-0.015647788,5.4729753e-05,0.021090155,0.06158001,-0.041980006,-0.068823434,0.10060368,0.08145544,-0.0030702953,-0.014891414,0.07607129,0.14300776,0.042126417,-0.0228303,-0.0067252074,0.00039791857,0.002936447,-0.07976805,-0.19746575,0.0015614007,0.041984215,0.022727348,-0.014864779,0.066106245,-0.026583029,0.04532416,0.07651417,-0.0055211857,0.06683638,0.07365718,0.11820605,0.14900753,-0.036131233,0.08587745,0.05132614,0.07327791,-0.10139833,-0.0030534973,-0.16585888,0.027779728,0.054616548,0.12795866,influencer
farah quinn,0.29982448,0.0372418,-0.769622,-0.01918114,-0.0044509796,-0.3869498,-0.046713054,-0.15251592,-0.57577467,0.031731885,0.17198117,0.53595537,-0.046255678,-0.4876758,0.27289242,0.17351407,0.4347164,0.23036414,0.12747656,-0.5035084,0.029127425,0.2183966,0.19784814,-0.1307036,0.19349074,0.10444553,-0.2494838,0.5342328,0.22479019,0.18823051,0.443975,0.11125512,0.3645381,0.08813393,0.073040366,-0.43631035,-0.31737733,0.16652954,0.13355029,0.16388866,0.11346094,0.32714644,0.33371937,-0.41036832,-0.11815749,-0.20610231,-0.2528654,0.3977361,-0.31286168,0.2569856,0.1290713,-0.1934326,0.23778927,0.23169544,-0.079014644,0.37903908,-0.18669304,0.3054164,-0.76703537,-0.18962485,-0.18186054,0.15739575,-0.3209157,-0.25959602,influencer
william gozali,0.0018625521,0.013174692,-0.09290317,0.06662047,-0.032597203,-0.108352005,-0.029885478,0.03275057,-0.0055709826,0.024039395,-0.046490528,0.009638932,-0.034253597,-0.042759337,0.14267455,-0.0183767,0.029626828,-0.057727084,-0.031172272,-0.1640777,0.109382674,0.081792414,-0.061573636,-0.06152207,0.059062928,0.0029380643,-0.08776556,-0.023771241,0.08700083,0.04416097,0.05876936,0.031135432,-0.02814319,0.18361567,0.0243323,-0.021743177,0.03599523,-0.002634652,0.03635113,-0.016673211,-0.17789051,0.025925431,0.0737729,-0.031350836,-0.061222613,0.035499625,-0.068038814,-0.07535152,0.038810935,0.0080911815,0.014706509,0.057732284,0.08998949,0.19875589,-0.070293084,0.17197393,0.037378043,0.13675256,-0.09188105,-0.054446775,-0.16122495,-0.021590717,0.110576764,0.13782904,influencer
chandra yudasswara,0.012075079,0.014313492,-0.09798652,0.048585705,-0.044070918,-0.09949118,-0.033775866,0.04486846,-0.004496572,0.0070611294,-0.058663413,0.029894978,-0.030731272,-0.022263553,0.1200178,-0.020026803,0.013264515,-0.055825796,-0.05161405,-0.16258965,0.094168976,0.095811784,-0.048372786,-0.04644773,0.046530187,0.020477194,-0.07400493,-0.05533977,0.09930363,0.065334514,0.06979963,0.021621175,-0.017316638,0.17900684,0.04516457,-0.030398143,0.028394433,0.022778267,0.039551947,-0.030029831,-0.20501152,-2.022789e-05,0.055806357,-0.018366069,-0.061838783,0.045135424,-0.05657889,-0.05892436,0.0632935,0.013700616,0.006350746,0.06542975,0.12296361,0.18732354,-0.06405802,0.14682359,0.023786586,0.092345566,-0.12054643,-0.0551057,-0.16309002,-0.008300665,0.11930239,0.13000368,influencer
devina hermawan,0.026947413,0.08898881,-0.025567185,-0.019244755,-0.06635657,-0.05103337,0.03732516,0.055483878,-0.0163252,0.002485724,-0.008178641,0.03387455,-0.011250328,-0.021449711,0.029136922,-0.05185257,0.0327986,-0.041766245,-0.077959806,-0.096687526,0.06765765,0.0061033214,-0.078491375,0.022887455,0.06107338,0.026570443,-0.060823373,-0.00956827,0.107318014,0.13594875,0.023335354,-0.07832435,0.06521229,0.18061772,0.04194534,-0.0022562323,0.05511235,0.0482515,-0.009707447,-0.042317167,-0.19807252,-0.009213513,0.045051306,0.017406713,-0.10472715,0.090907484,-0.056598045,0.008878897,0.09856287,-0.03460571,-0.062868655,0.044801056,0.12671602,0.18156391,-0.06702703,0.09273289,0.044556085,0.14716181,-0.09134454,-0.02583963,-0.1695365,-0.016718645,0.042402253,0.15749171,influencer
