username_instagram,tier_followers,influencer_id,demography_usia,demography_gender,demography_income,psychography_lifestyle,psychography_personality,psychography_main_value,familiarity_media_pct,trending_status,likeability_sentiment,campaign_success_signif,engagement_rate_pct,rate_card_story,rate_card_feeds,rate_card_reels,has_relevant_history,random_endorse_rate,behavior_consistency,expertise_field,avg_reels_views,avg_post_like,avg_comment
arzkeys,Mid,INF023,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Kreatif,0.72,False,Positive,False,0.035,1800000,6500000,8500000,False,0.34,True,gaming,11900,2150,220
fauzanjabir,Mid,INF046,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Brave,0.84,True,Positive,True,0.054,2500000,8000000,10000000,True,0.46,True,beauty,16800,3450,415
fajrin.rz,Mid,INF045,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Kreatif,0.72,False,Positive,False,0.035,1800000,6500000,8500000,False,0.34,True,gaming,11900,2150,220
ginasihlaa_,Mid,INF056,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
olviapayten,Mid,INF108,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
dindarimby,Mid,INF041,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.79,False,Neutral,False,0.031,2000000,7000000,9000000,False,0.33,True,lifestyle,12200,2600,280
rivaldosantosa,Mid,INF124,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,sport,11200,1850,210
anastasiayasmeen,Mid,INF015,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Kreatif,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
lisaayukw,Mid,INF091,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
rendytoys,Mid,INF118,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,2000000,7000000,9000000,False,0.3,True,gaming,11200,1850,210
nuhevita,Mid,INF107,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
dinar.amanda,Mid,INF039,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
adindarizkyana_,Mid,INF159,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.8,True,Positive,True,0.048,1500000,7000000,10000000,True,0.42,True,beauty,15500,3100,390
_dindayasmin,Mid,INF160,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
mandycj_,Mid,INF095,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
heyitsriellaa,Mid,INF062,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
marshaz,Mid,INF097,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,1500000,6000000,8000000,False,0.34,True,lifestyle,12000,2500,270
granzetta,Mid,INF057,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,beauty,15500,3100,390
natashabigeyl,Mid,INF101,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
safiraprameswari,Mid,INF134,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,2500000,8000000,10000000,True,0.42,True,beauty,15500,3100,390
joerdy.s,Macro,INF078,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,5000000,15000000,20000000,True,0.45,True,finance,16200,3350,405
andirazh,Macro,INF017,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Humble,0.78,False,Positive,False,0.036,4500000,13000000,18000000,False,0.32,True,gaming,11800,2100,210
bellmirs,Macro,INF027,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.82,True,Positive,True,0.05,5500000,14000000,19000000,True,0.43,True,education,16000,3300,400
berllian_5,Macro,INF028,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
risyabrabo,Macro,INF123,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
wasawirman,Macro,INF153,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,finance,15500,3100,390
timotiusmul,Macro,INF149,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
rolansihombing_,Macro,INF161,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,sport,15500,3100,390
ryangoutama,Macro,INF132,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
amritsaraje,Macro,INF013,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Brave,0.73,True,Positive,True,0.04,6000000,16000000,21000000,True,0.37,True,sport,13500,2700,350
asrinda.basrii,Macro,INF024,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Brave,0.84,True,Positive,True,0.054,6000000,16000000,21000000,True,0.46,True,beauty,16800,3450,415
amerossaaaaa,Macro,INF012,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Introvert', 'Tenang']",Kreatif,0.69,False,Neutral,False,0.027,5000000,15000000,20000000,False,0.31,True,beauty,11500,2000,220
janes_cs,Macro,INF072,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
karenkurniawan_kk,Macro,INF081,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,3500000,10000000,14000000,False,0.3,True,tech,11200,1850,210
rian.sagit,Macro,INF122,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,400000,1000000,2500000,False,0.3,True,tech,11200,1850,210
natyashina,Macro,INF102,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
marinanda_88,Macro,INF096,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,beauty,15500,3100,390
ijfinaamalia,Macro,INF066,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
biancakartika,Macro,INF029,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,5000000,15000000,20000000,True,0.42,True,beauty,15500,3100,390
titantyra,Macro,INF150,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,300000,800000,1800000,False,0.34,True,lifestyle,12000,2500,270
gerrygirianza,Macro,INF054,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.68,False,Neutral,False,0.028,4000000,12000000,16000000,False,0.33,True,travel,12000,2100,250
ina.marika,Macro,INF068,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,4000000,12000000,16000000,False,0.34,True,lifestyle,12000,2500,270
cindyyuvia,Macro,INF034,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,5000000,15000000,20000000,True,0.42,True,beauty,15500,3100,390
analisa.widyaningrum,Macro,INF014,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.05,5500000,14000000,19000000,True,0.43,True,education,16000,3300,400
ravie.pie,Macro,INF116,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
rezaditya17,Macro,INF121,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,5000000,15000000,20000000,True,0.45,True,finance,16200,3350,405
laurabas,Macro,INF088,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,5000000,15000000,20000000,True,0.42,True,beauty,15500,3100,390
tiffany_jolie,Macro,INF147,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,beauty,15500,3100,390
aldogiustino,Macro,INF010,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Aktif', 'Modern']","['Fun', 'Energetic']",Brave,0.72,False,Positive,False,0.032,4500000,13000000,18000000,False,0.36,True,sport,12500,2200,260
sofarsabi,Macro,INF142,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,3500000,10000000,14000000,False,0.34,True,lifestyle,12000,2500,270
pedrostbd,Macro,INF110,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,3500000,10000000,14000000,False,0.3,True,tech,11200,1850,210
firhandsatrio,Macro,INF051,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Introvert', 'Tenang']",Brave,0.73,False,Neutral,False,0.027,3500000,10000000,14000000,False,0.31,True,sport,11500,2000,220
debbysusanto,Macro,INF035,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.79,False,Neutral,False,0.031,4000000,12000000,16000000,False,0.33,True,lifestyle,12200,2600,280
kadafidevayana,Macro,INF080,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,4500000,13000000,18000000,True,0.42,True,tech,15500,3100,390
aang.permanaa,Macro,INF006,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Aktif', 'Modern']","['Energetic', 'Ekspresif']",Brave,0.68,False,Neutral,False,0.028,4000000,12000000,16000000,False,0.33,True,sport,12000,2100,250
zaskiadyamecca,Mega,INF157,"['Milenial', 'Generasi Z']",['Perempuan'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.9,True,Positive,True,0.055,10000000,25000000,35000000,True,0.53,True,entertainment,220000,50000,3500
dinda_ans,Mega,INF040,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,12000000,30000000,40000000,True,0.42,True,beauty,15500,3100,390
arafahrianti,Mega,INF020,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.048,14000000,33000000,43000000,True,0.41,True,entertainment,15800,3200,390
vamells,Mega,INF151,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,12000000,30000000,40000000,True,0.42,True,beauty,15500,3100,390
tasyarevina,Mega,INF146,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,11000000,28000000,38000000,False,0.34,True,lifestyle,12000,2500,270
missnyctagina,Mega,INF099,"['Generasi Z', 'Milenial']",['Perempuan'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.92,True,Positive,True,0.059,14000000,33000000,43000000,True,0.57,True,entertainment,320000,85000,6500
iranndha,Mega,INF070,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Fun', 'Ceria']",Humble,0.75,False,Neutral,False,0.03,11000000,28000000,38000000,False,0.34,True,lifestyle,12000,2500,270
ameliandanii,Mega,INF011,['Generasi Z'],['Perempuan'],['Menengah'],"['Ceria', 'Simple']","['Ceria', 'Ekspresif']",Humble,0.77,True,Positive,True,0.043,12000000,30000000,40000000,True,0.39,True,lifestyle,14500,3000,380
jenniferbachdim,Mega,INF076,"['Generasi Z', 'Milenial']",['Perempuan'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.93,True,Positive,True,0.06,15000000,35000000,45000000,True,0.58,True,sport,350000,90000,7000
dilanjaniyar,Mega,INF038,['Milenial'],['Perempuan'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,11000000,28000000,38000000,True,0.42,True,beauty,15500,3100,390
sarwendah29,Mega,INF137,"['Generasi Z', 'Milenial']",['Perempuan'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.91,True,Positive,True,0.056,11000000,28000000,38000000,True,0.54,True,entertainment,260000,60000,4000
attahalilintar,Mega,INF025,"['Generasi Z', 'Milenial']",['Laki-laki'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.95,True,Positive,True,0.065,20000000,50000000,60000000,True,0.6,True,entertainment,500000,120000,9000
raditya_dika,Mega,INF111,"['Milenial', 'Generasi Z']",['Laki-laki'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.94,True,Positive,True,0.061,16000000,40000000,50000000,True,0.59,True,entertainment,370000,95000,7500
iqbaal.e,Mega,INF069,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,12000000,30000000,40000000,True,0.42,True,entertainment,15500,3100,390
sinisukanthony,Mega,INF141,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,12000000,30000000,40000000,True,0.42,True,tech,15500,3100,390
rizkyfbian,Mega,INF126,"['Generasi Z', 'Milenial']",['Laki-laki'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.91,True,Positive,True,0.057,12000000,30000000,40000000,True,0.55,True,music,280000,70000,5000
felix.siauw,Mega,INF048,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Kreatif,0.81,True,Positive,True,0.049,11000000,28000000,38000000,True,0.42,True,education,15500,3100,390
pandji.pragiwaksono,Mega,INF109,"['Milenial', 'Generasi X']",['Laki-laki'],['Atas'],"['Modern', 'Aktif']","['Ekspresif', 'Energetic']",Kreatif,0.92,True,Positive,True,0.058,13000000,32000000,42000000,True,0.56,True,entertainment,300000,80000,6000
rey_bong26,Mega,INF120,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,11000000,28000000,38000000,False,0.3,True,entertainment,11200,1850,210
aryamohan7,Mega,INF022,['Milenial'],['Laki-laki'],['Menengah ke atas'],"['Modern', 'Elegance']","['Ceria', 'Ekspresif']",Humble,0.8,True,Positive,True,0.051,15000000,35000000,45000000,True,0.45,True,finance,16200,3350,405
harry.vghn,Mega,INF060,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Sehat']","['Fun', 'Energetic']",Kreatif,0.72,False,Positive,False,0.035,11000000,28000000,38000000,False,0.34,True,gaming,11900,2150,220
williamroberts08,Mega,INF154,['Generasi Z'],['Laki-laki'],['Menengah'],"['Aktif', 'Modern']","['Fun', 'Ekspresif']",Brave,0.67,False,Neutral,False,0.029,11000000,28000000,38000000,False,0.3,True,tech,11200,1850,210